"No.","Time","Source","Destination","Protocol","Length","Info"
"2329","1041.555508204","10.10.16.36","10.129.93.181","HTTP","525","POST /wsman HTTP/1.1  (application/http-spnego-session-encrypted)"
"2382","1044.334134927","10.129.93.181","10.10.16.36","HTTP","1366","HTTP/1.1 200   (application/http-spnego-session-encrypted)"
"2385","1044.350511551","10.10.16.36","10.129.93.181","HTTP","1039","POST /wsman HTTP/1.1  (application/http-spnego-session-encrypted)"
"2390","1044.948413912","10.129.93.181","10.10.16.36","HTTP","1272","HTTP/1.1 200   (application/http-spnego-session-encrypted)"
"2393","1044.951676140","10.10.16.36","10.129.93.181","HTTP","1082","POST /wsman HTTP/1.1  (application/http-spnego-session-encrypted)"
"2395","1045.315173815","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"2397","1045.361813450","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"2399","1045.427404374","10.129.93.181","10.10.16.36","HTTP","367","HTTP/1.1 200   (application/http-spnego-session-encrypted)"
"2402","1045.431689482","10.10.16.36","10.129.93.181","HTTP","1036","POST /wsman HTTP/1.1  (application/http-spnego-session-encrypted)"
"2405","1046.705252405","10.129.93.181","10.10.16.36","HTTP","1276","HTTP/1.1 200   (application/http-spnego-session-encrypted)"
"2686","1049.560300185","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"2688","1049.604286387","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"2962","1051.149565993","10.10.16.36","10.129.93.181","HTTP","697","POST /wsman HTTP/1.1  (application/http-spnego-session-encrypted)"
"2974","1051.595841178","10.129.93.181","10.10.16.36","HTTP","1366","HTTP/1.1 200   (application/http-spnego-session-encrypted)"
"2977","1051.610781341","10.10.16.36","10.129.93.181","HTTP","1039","POST /wsman HTTP/1.1  (application/http-spnego-session-encrypted)"
"2979","1052.620721097","10.129.93.181","10.10.16.36","HTTP","1272","HTTP/1.1 200   (application/http-spnego-session-encrypted)"
"2981","1052.623323995","10.10.16.36","10.129.93.181","HTTP","1082","POST /wsman HTTP/1.1  (application/http-spnego-session-encrypted)"
"2984","1053.063335801","10.129.93.181","10.10.16.36","HTTP","367","HTTP/1.1 200   (application/http-spnego-session-encrypted)"
"2987","1053.067599769","10.10.16.36","10.129.93.181","HTTP","1036","POST /wsman HTTP/1.1  (application/http-spnego-session-encrypted)"
"2989","1054.402834211","10.129.93.181","10.10.16.36","HTTP","1276","HTTP/1.1 200   (application/http-spnego-session-encrypted)"
"3326","1054.587745236","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"3328","1054.600438175","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"3399","1054.873496911","10.10.16.36","10.129.93.181","HTTP","525","POST /wsman HTTP/1.1  (application/http-spnego-session-encrypted)"
"3589","1071.769084314","10.129.93.181","10.10.16.36","HTTP","1366","HTTP/1.1 200   (application/http-spnego-session-encrypted)"
"3598","1071.769211241","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"3602","1071.846780200","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"3613","1072.202401485","10.10.16.36","10.129.93.181","HTTP","1039","POST /wsman HTTP/1.1  (application/http-spnego-session-encrypted)"
"3614","1072.372011713","10.129.93.181","10.10.16.36","HTTP","220","HTTP/1.1 401  "
"3621","1072.899421531","10.10.16.36","10.129.93.181","HTTP","324","POST /wsman HTTP/1.1 , NTLMSSP_NEGOTIATE"
"3622","1073.657923563","10.129.93.181","10.10.16.36","HTTP","434","HTTP/1.1 401  , NTLMSSP_CHALLENGE"
"3624","1073.659399548","10.10.16.36","10.129.93.181","HTTP","680","POST /wsman HTTP/1.1 , NTLMSSP_AUTH, User: \\Administrator"
"3625","1073.895006497","10.129.93.181","10.10.16.36","HTTP","144","HTTP/1.1 200  "
"3627","1073.896864675","10.10.16.36","10.129.93.181","HTTP","1039","POST /wsman HTTP/1.1  (application/http-spnego-session-encrypted)"
"3629","1074.382981337","10.129.93.181","10.10.16.36","HTTP","1272","HTTP/1.1 200   (application/http-spnego-session-encrypted)"
"3631","1074.386873261","10.10.16.36","10.129.93.181","HTTP","1082","POST /wsman HTTP/1.1  (application/http-spnego-session-encrypted)"
"3634","1074.704188725","10.129.93.181","10.10.16.36","HTTP","367","HTTP/1.1 200   (application/http-spnego-session-encrypted)"
"3637","1074.709702305","10.10.16.36","10.129.93.181","HTTP","1036","POST /wsman HTTP/1.1  (application/http-spnego-session-encrypted)"
"3639","1075.107150263","10.129.93.181","10.10.16.36","HTTP","1276","HTTP/1.1 200   (application/http-spnego-session-encrypted)"
"3762","1076.124379133","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"3770","1076.198649446","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4101","1079.792436444","10.10.16.36","10.129.93.181","HTTP","135","POST /wsman HTTP/1.1  (application/http-spnego-session-encrypted)"
"4134","1080.282392391","10.129.93.181","10.10.16.36","HTTP","1366","HTTP/1.1 200   (application/http-spnego-session-encrypted)"
"4137","1080.295011282","10.10.16.36","10.129.93.181","HTTP","1082","POST /wsman HTTP/1.1  (application/http-spnego-session-encrypted)"
"4140","1080.987941506","10.129.93.181","10.10.16.36","HTTP","367","HTTP/1.1 200   (application/http-spnego-session-encrypted)"
"4141","1080.987958167","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4145","1080.994486942","10.10.16.36","10.129.93.181","HTTP","1036","POST /wsman HTTP/1.1  (application/http-spnego-session-encrypted)"
"4146","1081.003226683","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4152","1082.427859903","10.129.93.181","10.10.16.36","HTTP","1276","HTTP/1.1 200   (application/http-spnego-session-encrypted)"
"4160","1082.432700988","10.10.16.36","10.129.93.181","HTTP","753","POST /wsman HTTP/1.1  (application/http-spnego-session-encrypted)"
"4166","1083.237022313","10.129.93.181","10.10.16.36","HTTP","1366","HTTP/1.1 200   (application/http-spnego-session-encrypted)"
"4168","1083.241477178","10.10.16.36","10.129.93.181","HTTP","1082","POST /wsman HTTP/1.1  (application/http-spnego-session-encrypted)"
"4171","1084.183922698","10.129.93.181","10.10.16.36","HTTP","367","HTTP/1.1 200   (application/http-spnego-session-encrypted)"
"4174","1084.188853380","10.10.16.36","10.129.93.181","HTTP","1036","POST /wsman HTTP/1.1  (application/http-spnego-session-encrypted)"
"4178","1084.507093490","10.129.93.181","10.10.16.36","HTTP","1276","HTTP/1.1 200   (application/http-spnego-session-encrypted)"
"4181","1084.509597894","10.10.16.36","10.129.93.181","HTTP","860","POST /wsman HTTP/1.1  (application/http-spnego-session-encrypted)"
"4183","1084.981404780","10.129.93.181","10.10.16.36","HTTP","1120","HTTP/1.1 200   (application/http-spnego-session-encrypted)"
"4191","1084.986628940","10.10.16.36","10.129.93.181","HTTP","725","POST /wsman HTTP/1.1  (application/http-spnego-session-encrypted)"
"4196","1085.263976651","10.129.93.181","10.10.16.36","HTTP","1366","HTTP/1.1 200   (application/http-spnego-session-encrypted)"
"4198","1085.268654982","10.10.16.36","10.129.93.181","HTTP","1082","POST /wsman HTTP/1.1  (application/http-spnego-session-encrypted)"
"4201","1085.587155538","10.129.93.181","10.10.16.36","HTTP","367","HTTP/1.1 200   (application/http-spnego-session-encrypted)"
"4204","1085.590978884","10.10.16.36","10.129.93.181","HTTP","1036","POST /wsman HTTP/1.1  (application/http-spnego-session-encrypted)"
"4206","1085.906151518","10.129.93.181","10.10.16.36","HTTP","1276","HTTP/1.1 200   (application/http-spnego-session-encrypted)"
"4214","1085.918601785","10.10.16.36","10.129.93.181","HTTP","753","POST /wsman HTTP/1.1  (application/http-spnego-session-encrypted)"
"4215","1086.472376008","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4217","1086.486799888","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4260","1101.656450129","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4265","1101.671268645","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4275","1102.124250126","10.129.93.181","10.10.16.36","HTTP","294","HTTP/1.1 200   (application/http-spnego-session-encrypted)"
"4291","1115.621630406","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4299","1115.635470857","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4305","1115.983687623","10.129.93.181","10.10.16.36","HTTP","220","HTTP/1.1 401  "
"4306","1115.983719192","10.10.16.36","10.129.93.181","HTTP","1082","POST /wsman HTTP/1.1  (application/http-spnego-session-encrypted)"
"4313","1116.328509914","10.10.16.36","10.129.93.181","HTTP","324","POST /wsman HTTP/1.1 , NTLMSSP_NEGOTIATE"
"4314","1116.539636595","10.129.93.181","10.10.16.36","HTTP","434","HTTP/1.1 401  , NTLMSSP_CHALLENGE"
"4316","1116.540731228","10.10.16.36","10.129.93.181","HTTP","680","POST /wsman HTTP/1.1 , NTLMSSP_AUTH, User: \\Administrator"
"4317","1116.781536750","10.129.93.181","10.10.16.36","HTTP","144","HTTP/1.1 200  "
"4319","1116.783128160","10.10.16.36","10.129.93.181","HTTP","1082","POST /wsman HTTP/1.1  (application/http-spnego-session-encrypted)"
"4322","1117.097437373","10.129.93.181","10.10.16.36","HTTP","595","HTTP/1.1 200   (application/http-spnego-session-encrypted)"
"4325","1117.102206935","10.10.16.36","10.129.93.181","HTTP","1036","POST /wsman HTTP/1.1  (application/http-spnego-session-encrypted)"
"4327","1117.451427775","10.129.93.181","10.10.16.36","HTTP","1276","HTTP/1.1 200   (application/http-spnego-session-encrypted)"
"4335","1117.459306098","10.10.16.36","10.129.93.181","HTTP","725","POST /wsman HTTP/1.1  (application/http-spnego-session-encrypted)"
"4340","1118.057500624","10.129.93.181","10.10.16.36","HTTP","1366","HTTP/1.1 200   (application/http-spnego-session-encrypted)"
"4342","1118.062001083","10.10.16.36","10.129.93.181","HTTP","1082","POST /wsman HTTP/1.1  (application/http-spnego-session-encrypted)"
"4345","1118.575728667","10.129.93.181","10.10.16.36","HTTP","367","HTTP/1.1 200   (application/http-spnego-session-encrypted)"
"4348","1118.579880896","10.10.16.36","10.129.93.181","HTTP","1036","POST /wsman HTTP/1.1  (application/http-spnego-session-encrypted)"
"4352","1118.883167778","10.129.93.181","10.10.16.36","HTTP","1276","HTTP/1.1 200   (application/http-spnego-session-encrypted)"
"4361","1118.888115212","10.10.16.36","10.129.93.181","HTTP","753","POST /wsman HTTP/1.1  (application/http-spnego-session-encrypted)"
"4366","1119.287938893","10.129.93.181","10.10.16.36","HTTP","1366","HTTP/1.1 200   (application/http-spnego-session-encrypted)"
"4368","1119.292086894","10.10.16.36","10.129.93.181","HTTP","1082","POST /wsman HTTP/1.1  (application/http-spnego-session-encrypted)"
"4371","1119.687652609","10.129.93.181","10.10.16.36","HTTP","595","HTTP/1.1 200   (application/http-spnego-session-encrypted)"
"4374","1119.693994335","10.10.16.36","10.129.93.181","HTTP","1036","POST /wsman HTTP/1.1  (application/http-spnego-session-encrypted)"
"4375","1119.970234840","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4377","1120.014100126","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4378","1120.049333904","10.129.93.181","10.10.16.36","HTTP","1276","HTTP/1.1 200   (application/http-spnego-session-encrypted)"
"4381","1124.118611452","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4383","1124.195051594","10.10.16.36","10.129.93.181","HTTP","221","HTTP/1.1 200 OK "
"4387","1124.456388665","10.129.93.181","10.10.16.36","HTTP","227","POST /Pirate HTTP/1.1 "
"4389","1124.484334220","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4391","1128.684290567","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4393","1128.731138341","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4395","1133.108220613","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4397","1133.121692125","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4399","1137.508591118","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4401","1137.577489435","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4403","1141.915689209","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4405","1141.963620395","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4407","1146.419810798","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4409","1146.460205798","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4411","1150.749898142","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4413","1150.796541484","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4417","1155.043152845","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4419","1155.088223952","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4423","1159.338658378","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4425","1159.385990225","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4427","1163.828080503","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4429","1163.898033558","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4431","1168.119411285","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4433","1168.166493556","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4435","1172.531894196","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4437","1172.546190347","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4439","1176.777359908","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4440","1176.790193741","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4442","1180.911916028","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4443","1180.920871201","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4445","1185.030527259","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4447","1185.077908367","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4456","1190.451492757","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4458","1190.464293016","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4460","1195.056961683","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4462","1195.103786643","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4464","1200.726685866","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4468","1200.739538062","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4472","1205.090846231","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4474","1205.138012950","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4476","1209.497828456","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4478","1209.516375291","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4480","1213.799045549","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4481","1213.812339360","10.10.16.36","10.129.93.181","HTTP","355","HTTP/1.1 200 OK "
"4483","1214.061766041","10.129.93.181","10.10.16.36","HTTP","572","POST /Pirate HTTP/1.1 "
"4485","1214.120152600","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4497","1218.631106770","10.129.93.181","10.10.16.36","HTTP","338","POST /Pirate HTTP/1.1 "
"4499","1218.695104060","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4501","1223.013597977","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4503","1223.060304286","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4505","1227.477078246","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4507","1227.525076036","10.10.16.36","10.129.93.181","HTTP","221","HTTP/1.1 200 OK "
"4511","1227.872735001","10.129.93.181","10.10.16.36","HTTP","227","POST /Pirate HTTP/1.1 "
"4513","1227.931892778","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4515","1232.435833299","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4517","1232.483036806","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4519","1236.716166716","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4521","1236.728678427","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4523","1241.035924803","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4525","1241.082323758","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4528","1245.438650884","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4530","1245.485563258","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4534","1251.876420641","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4536","1251.923902888","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4542","1256.488341889","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4544","1256.535189822","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4546","1260.796917385","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4548","1260.838167822","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4550","1265.612389816","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4552","1265.625066495","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4554","1269.890058530","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4555","1269.904614195","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4558","1274.111642561","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4560","1274.153305498","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4572","1282.093379935","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4574","1282.140888952","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4581","1286.744707638","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4583","1286.819230432","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4585","1291.002872241","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4587","1291.049477311","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4589","1295.409231754","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4591","1295.483815351","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4593","1299.812497282","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4595","1299.859737308","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4597","1304.317780118","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4599","1304.367274862","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4601","1308.825703793","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4603","1308.838932282","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4611","1314.148234310","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4613","1314.162654773","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4615","1318.374120641","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4616","1318.410697876","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4618","1322.953738871","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4619","1322.966526777","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4621","1327.251375732","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4623","1327.298042207","10.10.16.36","10.129.93.181","HTTP","304","HTTP/1.1 200 OK "
"4625","1327.731726553","10.129.93.181","10.10.16.36","HTTP","521","POST /Pirate HTTP/1.1 "
"4627","1327.748872994","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4629","1332.067687309","10.129.93.181","10.10.16.36","HTTP","514","POST /Pirate HTTP/1.1 "
"4630","1332.105929141","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4632","1336.365707375","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4633","1336.378207284","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4637","1341.079908892","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4639","1341.158444925","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4641","1345.316898445","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4643","1345.358576369","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4645","1349.578622190","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4647","1349.651203170","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4649","1353.888026684","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4651","1353.901653977","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4653","1358.283871733","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4655","1358.330686314","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4657","1362.589965387","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4659","1362.602231390","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4661","1366.880441233","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4663","1366.926972977","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4665","1371.166620260","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4667","1371.180579002","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4669","1375.430038789","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4670","1375.439980904","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4672","1383.365162616","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4673","1383.378672069","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4687","1392.411133125","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4689","1392.420765141","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4699","1396.672876828","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4700","1396.687230576","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4702","1401.039283896","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4704","1401.091873576","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4706","1405.384989659","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4708","1405.429546808","10.10.16.36","10.129.93.181","HTTP","322","HTTP/1.1 200 OK "
"4710","1405.897527893","10.129.93.181","10.10.16.36","HTTP","539","POST /Pirate HTTP/1.1 "
"4712","1405.926333724","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4721","1410.422252103","10.129.93.181","10.10.16.36","HTTP","338","POST /Pirate HTTP/1.1 "
"4723","1410.488194122","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4725","1414.948020181","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4726","1414.986337664","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4728","1419.410034514","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4729","1419.450692986","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4731","1423.613130771","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4732","1423.625929137","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4734","1427.908666962","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4736","1427.955922386","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4738","1432.418313542","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4740","1432.465523111","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4744","1437.512098585","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4746","1437.525638695","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4748","1442.044630988","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4749","1442.068629006","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
"4751","1446.201950671","10.129.93.181","10.10.16.36","HTTP","419","POST /Pirate HTTP/1.1 "
"4752","1446.214948349","10.10.16.36","10.129.93.181","HTTP","204","HTTP/1.1 200 OK  (text/plain)"
