"TimeCreated","Id","LevelDisplayName","ProviderName","Message"
"9/1/2026 7:25:27 PM","769","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has loaded the zone scaffold.htb from file NULL on server dc.scaffold.htb. [virtualization instance: .]."
"9/1/2026 7:25:27 PM","769","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has loaded the zone _msdcs.scaffold.htb from file NULL on server dc.scaffold.htb. [virtualization instance: .]."
"9/1/2026 7:25:03 PM","4013","Warning","Microsoft-Windows-DNS-Server-Service","The DNS server is waiting for Active Directory Domain Services (AD DS) to signal that the initial synchronization of the directory has been completed. The DNS server service cannot start until the initial synchronization is complete because critical DNS data might not yet be replicated onto this domain controller. If events in the AD DS event log indicate that there is a problem with DNS name resolution, consider adding the IP address of another DNS server for this domain to the DNS server list in the Internet Protocol properties of this computer. This event will be logged every two minutes until AD DS has signaled that the initial synchronization has successfully completed."
"9/1/2026 7:24:57 PM","7693","Information","Microsoft-Windows-DNS-Server-Service","The XfrScopeOptionValue has been set to 65433.  This option ID will be used to communicate the scope information during zone transfers via an OPT RR."
"9/1/2026 7:17:51 PM","3","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has shut down."
"9/1/2026 7:17:43 PM","4","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has finished the background loading and signing of zones. All zones are now available for DNS updates and zone transfers, as allowed by their individual zone configuration."
"9/1/2026 7:17:42 PM","2","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has started."
"9/1/2026 7:17:42 PM","769","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has loaded the zone TrustAnchors from file NULL on server dc.scaffold.htb. [virtualization instance: .]."
"9/1/2026 7:17:42 PM","769","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has loaded the zone scaffold.htb from file NULL on server dc.scaffold.htb. [virtualization instance: .]."
"9/1/2026 7:17:42 PM","769","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has loaded the zone _msdcs.scaffold.htb from file NULL on server dc.scaffold.htb. [virtualization instance: .]."
"9/1/2026 7:17:18 PM","4013","Warning","Microsoft-Windows-DNS-Server-Service","The DNS server is waiting for Active Directory Domain Services (AD DS) to signal that the initial synchronization of the directory has been completed. The DNS server service cannot start until the initial synchronization is complete because critical DNS data might not yet be replicated onto this domain controller. If events in the AD DS event log indicate that there is a problem with DNS name resolution, consider adding the IP address of another DNS server for this domain to the DNS server list in the Internet Protocol properties of this computer. This event will be logged every two minutes until AD DS has signaled that the initial synchronization has successfully completed."
"9/1/2026 7:17:12 PM","7693","Information","Microsoft-Windows-DNS-Server-Service","The XfrScopeOptionValue has been set to 65433.  This option ID will be used to communicate the scope information during zone transfers via an OPT RR."
"9/1/2026 5:18:22 PM","3","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has shut down."
"9/1/2026 5:13:02 PM","408","Error","Microsoft-Windows-DNS-Server-Service","The DNS server could not open socket for address 169.254.87.5. 
Verify that this is a valid IP address for the server computer.  If it is NOT valid use the Interfaces dialog under Server Properties in the DNS Manager to remove it from the list of IP interfaces.  Then stop and restart the DNS server. (If this was the only IP interface on this machine and the DNS server may not have started as a result of this error.  In that case remove the DNS\Parameters\ ListenAddress value in the services section of the registry and restart.) 
 
If this is a valid IP address for this machine, make sure that no other application (e.g. another DNS server) is running that would attempt to use the DNS port. 
 
For more information, see ""DNS server log reference"" in the online Help."
"9/1/2026 5:13:02 PM","404","Error","Microsoft-Windows-DNS-Server-Service","The DNS server could not bind a Transmission Control Protocol (TCP) socket to address 169.254.87.5. The event data is the error code.  An IP address of 0.0.0.0 can indicate a valid ""any address"" configuration in which all configured IP addresses on the computer are available for use. 
Restart the DNS server or reboot the computer."
"9/1/2026 5:13:02 PM","408","Error","Microsoft-Windows-DNS-Server-Service","The DNS server could not open socket for address 169.254.87.5. 
Verify that this is a valid IP address for the server computer.  If it is NOT valid use the Interfaces dialog under Server Properties in the DNS Manager to remove it from the list of IP interfaces.  Then stop and restart the DNS server. (If this was the only IP interface on this machine and the DNS server may not have started as a result of this error.  In that case remove the DNS\Parameters\ ListenAddress value in the services section of the registry and restart.) 
 
If this is a valid IP address for this machine, make sure that no other application (e.g. another DNS server) is running that would attempt to use the DNS port. 
 
For more information, see ""DNS server log reference"" in the online Help."
"9/1/2026 5:13:02 PM","407","Error","Microsoft-Windows-DNS-Server-Service","The DNS server could not bind a User Datagram Protocol (UDP) socket to 169.254.87.5. The event data is the error code. Restart the DNS server or reboot your computer."
"9/1/2026 5:00:15 PM","4","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has finished the background loading and signing of zones. All zones are now available for DNS updates and zone transfers, as allowed by their individual zone configuration."
"9/1/2026 5:00:15 PM","2","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has started."
"9/1/2026 5:00:15 PM","769","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has loaded the zone TrustAnchors from file NULL on server dc.scaffold.htb. [virtualization instance: .]."
"9/1/2026 5:00:15 PM","769","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has loaded the zone scaffold.htb from file NULL on server dc.scaffold.htb. [virtualization instance: .]."
"9/1/2026 5:00:15 PM","769","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has loaded the zone _msdcs.scaffold.htb from file NULL on server dc.scaffold.htb. [virtualization instance: .]."
"9/1/2026 4:59:51 PM","4013","Warning","Microsoft-Windows-DNS-Server-Service","The DNS server is waiting for Active Directory Domain Services (AD DS) to signal that the initial synchronization of the directory has been completed. The DNS server service cannot start until the initial synchronization is complete because critical DNS data might not yet be replicated onto this domain controller. If events in the AD DS event log indicate that there is a problem with DNS name resolution, consider adding the IP address of another DNS server for this domain to the DNS server list in the Internet Protocol properties of this computer. This event will be logged every two minutes until AD DS has signaled that the initial synchronization has successfully completed."
"9/1/2026 4:59:45 PM","7693","Information","Microsoft-Windows-DNS-Server-Service","The XfrScopeOptionValue has been set to 65433.  This option ID will be used to communicate the scope information during zone transfers via an OPT RR."
