"No.","Time","Source","Destination","Protocol","Length","Info"
"9267","68.437431","172.17.79.135","172.17.79.136","MDNS","93","Standard query response 0x0000 AAAA fe80::2068:fe84:5fc8:efb7"
"9268","68.438072","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","LLMNR","106","Standard query response 0xe708 A DCC01 A 172.17.79.135"
"9269","68.440010","172.17.79.135","172.17.79.136","LLMNR","86","Standard query response 0xe708 A DCC01 A 172.17.79.135"
"9270","68.440708","fe80::7994:1860:711:c243","fe80::2068:fe84:5fc8:efb7","TCP","86","51924  >  445 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 WS=256 SACK_PERM"
"9271","68.440868","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","TCP","86","445  >  51924 [SYN, ACK] Seq=0 Ack=1 Win=33120 Len=0 MSS=1440 SACK_PERM WS=128"
"9272","68.441230","fe80::7994:1860:711:c243","fe80::2068:fe84:5fc8:efb7","TCP","74","51924  >  445 [ACK] Seq=1 Ack=1 Win=2108160 Len=0"
"9273","68.441230","fe80::7994:1860:711:c243","fe80::2068:fe84:5fc8:efb7","SMB","147","Session message; Negotiate Protocol"
"9274","68.441285","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","LLMNR","118","Standard query response 0x2c01 AAAA DCC01 AAAA fe80::2068:fe84:5fc8:efb7"
"9275","68.441476","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","TCP","74","445  >  51924 [ACK] Seq=1 Ack=74 Win=33152 Len=0"
"9276","68.443754","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","MDNS","113","Standard query response 0x0000 AAAA fe80::2068:fe84:5fc8:efb7"
"9277","68.445664","172.17.79.135","172.17.79.136","LLMNR","98","Standard query response 0x2c01 AAAA DCC01 AAAA fe80::2068:fe84:5fc8:efb7"
"9278","68.448611","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","SMB2","314","Negotiate Protocol Response"
"9279","68.449171","fe80::7994:1860:711:c243","fe80::2068:fe84:5fc8:efb7","SMB2","296","Negotiate Protocol Request"
"9280","68.450228","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","SMB2","314","Negotiate Protocol Response"
"9284","68.452333","172.17.79.136","172.17.79.4","KRB5","1775","TGS-REQ"
"9286","68.456807","172.17.79.4","172.17.79.136","KRB5","145","KRB Error: KRB5KDC_ERR_S_PRINCIPAL_UNKNOWN"
"9290","68.457671","fe80::7994:1860:711:c243","fe80::2068:fe84:5fc8:efb7","SMB2","240","Session Setup Request, NTLMSSP_NEGOTIATE"
"9291","68.459009","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","SMB2","412","Session Setup Response, Error: STATUS_MORE_PROCESSING_REQUIRED, NTLMSSP_CHALLENGE"
"9292","68.459907","fe80::7994:1860:711:c243","fe80::2068:fe84:5fc8:efb7","SMB2","717","Session Setup Request, NTLMSSP_AUTH, User: FORELA\\john.deacon"
"9293","68.463722","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","SMB2","150","Session Setup Response, Error: STATUS_ACCESS_DENIED"
"9294","68.464084","fe80::7994:1860:711:c243","fe80::2068:fe84:5fc8:efb7","TCP","74","51924  >  445 [RST, ACK] Seq=1105 Ack=895 Win=0 Len=0"
"9296","68.468008","172.17.79.136","224.0.0.251","MDNS","71","Standard query 0x0000 A DCC01.local, ""QM"" question"
"9297","68.468667","fe80::7994:1860:711:c243","ff02::fb","MDNS","91","Standard query 0x0000 A DCC01.local, ""QM"" question"
"9298","68.469087","172.17.79.136","224.0.0.251","MDNS","71","Standard query 0x0000 AAAA DCC01.local, ""QM"" question"
"9299","68.469323","fe80::7994:1860:711:c243","ff02::fb","MDNS","91","Standard query 0x0000 AAAA DCC01.local, ""QM"" question"
"9300","68.469453","172.17.79.135","172.17.79.136","MDNS","81","Standard query response 0x0000 A 172.17.79.135"
"9301","68.470335","fe80::7994:1860:711:c243","ff02::1:3","LLMNR","85","Standard query 0x3ca4 A DCC01"
"9302","68.470336","172.17.79.136","224.0.0.252","LLMNR","65","Standard query 0x3ca4 A DCC01"
"9303","68.470774","fe80::7994:1860:711:c243","ff02::1:3","LLMNR","85","Standard query 0x2dd6 AAAA DCC01"
"9304","68.471005","172.17.79.136","224.0.0.252","LLMNR","65","Standard query 0x2dd6 AAAA DCC01"
"9305","68.473837","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","LLMNR","106","Standard query response 0x3ca4 A DCC01 A 172.17.79.135"
"9306","68.474229","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","MDNS","101","Standard query response 0x0000 A 172.17.79.135"
"9307","68.476112","172.17.79.135","172.17.79.136","LLMNR","86","Standard query response 0x3ca4 A DCC01 A 172.17.79.135"
"9308","68.477038","172.17.79.135","172.17.79.136","MDNS","93","Standard query response 0x0000 AAAA fe80::2068:fe84:5fc8:efb7"
"9309","68.479127","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","LLMNR","118","Standard query response 0x2dd6 AAAA DCC01 AAAA fe80::2068:fe84:5fc8:efb7"
"9310","68.480227","fe80::7994:1860:711:c243","fe80::2068:fe84:5fc8:efb7","TCP","86","51926  >  445 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 WS=256 SACK_PERM"
"9311","68.480481","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","TCP","86","445  >  51926 [SYN, ACK] Seq=0 Ack=1 Win=33120 Len=0 MSS=1440 SACK_PERM WS=128"
"9312","68.480642","fe80::7994:1860:711:c243","fe80::2068:fe84:5fc8:efb7","TCP","74","51926  >  445 [ACK] Seq=1 Ack=1 Win=2108160 Len=0"
"9313","68.480733","fe80::7994:1860:711:c243","fe80::2068:fe84:5fc8:efb7","SMB2","314","Negotiate Protocol Request"
"9314","68.480910","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","TCP","74","445  >  51926 [ACK] Seq=1 Ack=241 Win=32896 Len=0"
"9315","68.483555","172.17.79.135","172.17.79.136","LLMNR","98","Standard query response 0x2dd6 AAAA DCC01 AAAA fe80::2068:fe84:5fc8:efb7"
"9316","68.485121","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","SMB2","314","Negotiate Protocol Response"
"9317","68.486004","fe80::7994:1860:711:c243","fe80::2068:fe84:5fc8:efb7","SMB2","240","Session Setup Request, NTLMSSP_NEGOTIATE"
"9318","68.489211","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","MDNS","113","Standard query response 0x0000 AAAA fe80::2068:fe84:5fc8:efb7"
"9319","68.490152","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","SMB2","412","Session Setup Response, Error: STATUS_MORE_PROCESSING_REQUIRED, NTLMSSP_CHALLENGE"
"9320","68.490854","fe80::7994:1860:711:c243","fe80::2068:fe84:5fc8:efb7","SMB2","717","Session Setup Request, NTLMSSP_AUTH, User: FORELA\\john.deacon"
"9321","68.504725","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","SMB2","150","Session Setup Response, Error: STATUS_ACCESS_DENIED"
"9322","68.505127","fe80::7994:1860:711:c243","fe80::2068:fe84:5fc8:efb7","TCP","74","51926  >  445 [RST, ACK] Seq=1050 Ack=655 Win=0 Len=0"
"9324","68.506977","172.17.79.136","224.0.0.251","MDNS","71","Standard query 0x0000 A DCC01.local, ""QM"" question"
"9325","68.507221","fe80::7994:1860:711:c243","ff02::fb","MDNS","91","Standard query 0x0000 A DCC01.local, ""QM"" question"
"9326","68.507691","172.17.79.136","224.0.0.251","MDNS","71","Standard query 0x0000 AAAA DCC01.local, ""QM"" question"
"9327","68.508168","fe80::7994:1860:711:c243","ff02::fb","MDNS","91","Standard query 0x0000 AAAA DCC01.local, ""QM"" question"
"9328","68.508436","fe80::7994:1860:711:c243","ff02::1:3","LLMNR","85","Standard query 0x9970 A DCC01"
"9329","68.508589","172.17.79.136","224.0.0.252","LLMNR","65","Standard query 0x9970 A DCC01"
"9330","68.508794","172.17.79.135","172.17.79.136","MDNS","81","Standard query response 0x0000 A 172.17.79.135"
"9331","68.508794","fe80::7994:1860:711:c243","ff02::1:3","LLMNR","85","Standard query 0xc75b AAAA DCC01"
"9332","68.508953","172.17.79.136","224.0.0.252","LLMNR","65","Standard query 0xc75b AAAA DCC01"
"9333","68.509720","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","LLMNR","106","Standard query response 0x9970 A DCC01 A 172.17.79.135"
"9336","68.512169","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","MDNS","101","Standard query response 0x0000 A 172.17.79.135"
"9337","68.512457","172.17.79.135","172.17.79.136","LLMNR","86","Standard query response 0x9970 A DCC01 A 172.17.79.135"
"9338","68.514485","172.17.79.135","172.17.79.136","MDNS","93","Standard query response 0x0000 AAAA fe80::2068:fe84:5fc8:efb7"
"9339","68.515578","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","MDNS","113","Standard query response 0x0000 AAAA fe80::2068:fe84:5fc8:efb7"
"9340","68.517802","fe80::7994:1860:711:c243","fe80::2068:fe84:5fc8:efb7","TCP","86","51927  >  445 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 WS=256 SACK_PERM"
"9341","68.517999","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","TCP","86","445  >  51927 [SYN, ACK] Seq=0 Ack=1 Win=33120 Len=0 MSS=1440 SACK_PERM WS=128"
"9342","68.518225","fe80::7994:1860:711:c243","fe80::2068:fe84:5fc8:efb7","TCP","74","51927  >  445 [ACK] Seq=1 Ack=1 Win=2108160 Len=0"
"9343","68.518464","fe80::7994:1860:711:c243","fe80::2068:fe84:5fc8:efb7","SMB2","314","Negotiate Protocol Request"
"9344","68.518612","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","TCP","74","445  >  51927 [ACK] Seq=1 Ack=241 Win=32896 Len=0"
"9345","68.519128","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","LLMNR","118","Standard query response 0xc75b AAAA DCC01 AAAA fe80::2068:fe84:5fc8:efb7"
"9346","68.524844","172.17.79.135","172.17.79.136","LLMNR","98","Standard query response 0xc75b AAAA DCC01 AAAA fe80::2068:fe84:5fc8:efb7"
"9347","68.525236","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","SMB2","314","Negotiate Protocol Response"
"9348","68.526392","fe80::7994:1860:711:c243","fe80::2068:fe84:5fc8:efb7","SMB2","240","Session Setup Request, NTLMSSP_NEGOTIATE"
"9349","68.527029","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","SMB2","412","Session Setup Response, Error: STATUS_MORE_PROCESSING_REQUIRED, NTLMSSP_CHALLENGE"
"9350","68.527717","fe80::7994:1860:711:c243","fe80::2068:fe84:5fc8:efb7","SMB2","717","Session Setup Request, NTLMSSP_AUTH, User: FORELA\\john.deacon"
"9351","68.528836","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","SMB2","150","Session Setup Response, Error: STATUS_ACCESS_DENIED"
"9352","68.529216","fe80::7994:1860:711:c243","fe80::2068:fe84:5fc8:efb7","TCP","74","51927  >  445 [RST, ACK] Seq=1050 Ack=655 Win=0 Len=0"
"9428","72.974972","172.17.79.135","172.17.79.136","NBNS","104","Name query response NB 172.17.79.135"
"9430","73.022123","172.17.79.135","172.17.79.136","NBNS","104","Name query response NB 172.17.79.135"
"9432","73.055010","172.17.79.135","172.17.79.136","NBNS","104","Name query response NB 172.17.79.135"
"9459","76.180169","172.17.79.136","172.17.79.4","DNS","78","Standard query 0xbd72 A DCC01.forela.local"
"9460","76.235259","172.17.79.4","172.17.79.136","DNS","142","Standard query response 0xbd72 No such name A DCC01.forela.local SOA dc01.forela.local"
"9461","76.236062","172.17.79.136","172.17.79.4","DNS","77","Standard query 0x022d A DCC01.localdomain"
"9462","76.236425","172.17.79.4","172.17.79.2","DNS","88","Standard query 0xa798 A DCC01.localdomain OPT"
"9474","77.250540","172.17.79.136","172.17.79.4","DNS","77","Standard query 0x022d A DCC01.localdomain"
"9482","78.295496","172.17.79.2","172.17.79.4","DNS","1081","Standard query response 0xa798 No such name A DCC01.localdomain SOA a.root-servers.net RRSIG NSEC aaa RRSIG NSEC locker RRSIG OPT"
"9483","78.298350","172.17.79.4","172.17.79.136","DNS","152","Standard query response 0x022d No such name A DCC01.localdomain SOA a.root-servers.net"
"9484","78.299377","172.17.79.136","224.0.0.251","MDNS","71","Standard query 0x0000 A DCC01.local, ""QM"" question"
"9485","78.299845","fe80::7994:1860:711:c243","ff02::fb","MDNS","91","Standard query 0x0000 A DCC01.local, ""QM"" question"
"9486","78.300525","172.17.79.136","224.0.0.251","MDNS","71","Standard query 0x0000 AAAA DCC01.local, ""QM"" question"
"9487","78.300730","fe80::7994:1860:711:c243","ff02::fb","MDNS","91","Standard query 0x0000 AAAA DCC01.local, ""QM"" question"
"9488","78.300730","172.17.79.135","172.17.79.136","MDNS","81","Standard query response 0x0000 A 172.17.79.135"
"9489","78.301118","fe80::7994:1860:711:c243","ff02::1:3","LLMNR","85","Standard query 0x89b8 A DCC01"
"9490","78.301285","172.17.79.136","224.0.0.252","LLMNR","65","Standard query 0x89b8 A DCC01"
"9491","78.301611","fe80::7994:1860:711:c243","ff02::1:3","LLMNR","85","Standard query 0xe442 AAAA DCC01"
"9492","78.302265","172.17.79.136","224.0.0.252","LLMNR","65","Standard query 0xe442 AAAA DCC01"
"9493","78.303208","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","LLMNR","106","Standard query response 0x89b8 A DCC01 A 172.17.79.135"
"9494","78.304056","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","MDNS","101","Standard query response 0x0000 A 172.17.79.135"
"9495","78.304800","172.17.79.135","172.17.79.136","LLMNR","86","Standard query response 0x89b8 A DCC01 A 172.17.79.135"
"9496","78.306148","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","LLMNR","118","Standard query response 0xe442 AAAA DCC01 AAAA fe80::2068:fe84:5fc8:efb7"
"9497","78.308092","172.17.79.135","172.17.79.136","MDNS","93","Standard query response 0x0000 AAAA fe80::2068:fe84:5fc8:efb7"
"9498","78.309745","fe80::7994:1860:711:c243","fe80::2068:fe84:5fc8:efb7","TCP","86","51928  >  445 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 WS=256 SACK_PERM"
"9499","78.309946","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","TCP","86","445  >  51928 [SYN, ACK] Seq=0 Ack=1 Win=33120 Len=0 MSS=1440 SACK_PERM WS=128"
"9500","78.310311","fe80::7994:1860:711:c243","fe80::2068:fe84:5fc8:efb7","TCP","74","51928  >  445 [ACK] Seq=1 Ack=1 Win=2108160 Len=0"
"9501","78.310435","fe80::7994:1860:711:c243","fe80::2068:fe84:5fc8:efb7","SMB2","314","Negotiate Protocol Request"
"9502","78.310653","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","TCP","74","445  >  51928 [ACK] Seq=1 Ack=241 Win=32896 Len=0"
"9503","78.312440","172.17.79.135","172.17.79.136","LLMNR","98","Standard query response 0xe442 AAAA DCC01 AAAA fe80::2068:fe84:5fc8:efb7"
"9504","78.314915","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","SMB2","314","Negotiate Protocol Response"
"9505","78.316144","fe80::7994:1860:711:c243","fe80::2068:fe84:5fc8:efb7","SMB2","240","Session Setup Request, NTLMSSP_NEGOTIATE"
"9506","78.316951","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","MDNS","113","Standard query response 0x0000 AAAA fe80::2068:fe84:5fc8:efb7"
"9507","78.319530","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","SMB2","412","Session Setup Response, Error: STATUS_MORE_PROCESSING_REQUIRED, NTLMSSP_CHALLENGE"
"9508","78.320628","fe80::7994:1860:711:c243","fe80::2068:fe84:5fc8:efb7","SMB2","717","Session Setup Request, NTLMSSP_AUTH, User: FORELA\\john.deacon"
"9509","78.324624","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","SMB2","150","Session Setup Response, Error: STATUS_ACCESS_DENIED"
"9510","78.324954","fe80::7994:1860:711:c243","fe80::2068:fe84:5fc8:efb7","TCP","74","51928  >  445 [RST, ACK] Seq=1050 Ack=655 Win=0 Len=0"
"9511","78.326615","172.17.79.136","224.0.0.251","MDNS","71","Standard query 0x0000 A DCC01.local, ""QM"" question"
"9512","78.326851","fe80::7994:1860:711:c243","ff02::fb","MDNS","91","Standard query 0x0000 A DCC01.local, ""QM"" question"
"9513","78.327613","172.17.79.135","172.17.79.136","MDNS","81","Standard query response 0x0000 A 172.17.79.135"
"9514","78.327613","172.17.79.136","224.0.0.251","MDNS","71","Standard query 0x0000 AAAA DCC01.local, ""QM"" question"
"9515","78.327779","fe80::7994:1860:711:c243","ff02::fb","MDNS","91","Standard query 0x0000 AAAA DCC01.local, ""QM"" question"
"9516","78.328377","fe80::7994:1860:711:c243","ff02::1:3","LLMNR","85","Standard query 0x72b0 A DCC01"
"9517","78.328377","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","MDNS","101","Standard query response 0x0000 A 172.17.79.135"
"9518","78.328377","172.17.79.136","224.0.0.252","LLMNR","65","Standard query 0x72b0 A DCC01"
"9519","78.328593","fe80::7994:1860:711:c243","ff02::1:3","LLMNR","85","Standard query 0x34b5 AAAA DCC01"
"9520","78.328726","172.17.79.136","224.0.0.252","LLMNR","65","Standard query 0x34b5 AAAA DCC01"
"9521","78.330678","172.17.79.135","172.17.79.136","MDNS","93","Standard query response 0x0000 AAAA fe80::2068:fe84:5fc8:efb7"
"9522","78.332828","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","LLMNR","106","Standard query response 0x72b0 A DCC01 A 172.17.79.135"
"9523","78.334475","fe80::7994:1860:711:c243","fe80::2068:fe84:5fc8:efb7","TCP","86","51929  >  445 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 WS=256 SACK_PERM"
"9524","78.334892","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","TCP","86","445  >  51929 [SYN, ACK] Seq=0 Ack=1 Win=33120 Len=0 MSS=1440 SACK_PERM WS=128"
"9525","78.335076","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","MDNS","113","Standard query response 0x0000 AAAA fe80::2068:fe84:5fc8:efb7"
"9526","78.335550","fe80::7994:1860:711:c243","fe80::2068:fe84:5fc8:efb7","TCP","74","51929  >  445 [ACK] Seq=1 Ack=1 Win=2108160 Len=0"
"9527","78.335550","fe80::7994:1860:711:c243","fe80::2068:fe84:5fc8:efb7","SMB2","314","Negotiate Protocol Request"
"9528","78.335550","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","TCP","74","445  >  51929 [ACK] Seq=1 Ack=241 Win=32896 Len=0"
"9529","78.336549","172.17.79.135","172.17.79.136","LLMNR","86","Standard query response 0x72b0 A DCC01 A 172.17.79.135"
"9530","78.341135","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","LLMNR","118","Standard query response 0x34b5 AAAA DCC01 AAAA fe80::2068:fe84:5fc8:efb7"
"9531","78.345044","172.17.79.135","172.17.79.136","LLMNR","98","Standard query response 0x34b5 AAAA DCC01 AAAA fe80::2068:fe84:5fc8:efb7"
"9532","78.348724","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","SMB2","314","Negotiate Protocol Response"
"9533","78.350055","fe80::7994:1860:711:c243","fe80::2068:fe84:5fc8:efb7","SMB2","240","Session Setup Request, NTLMSSP_NEGOTIATE"
"9534","78.350611","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","SMB2","412","Session Setup Response, Error: STATUS_MORE_PROCESSING_REQUIRED, NTLMSSP_CHALLENGE"
"9535","78.351102","fe80::7994:1860:711:c243","fe80::2068:fe84:5fc8:efb7","SMB2","717","Session Setup Request, NTLMSSP_AUTH, User: FORELA\\john.deacon"
"9536","78.352754","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","SMB2","150","Session Setup Response, Error: STATUS_ACCESS_DENIED"
"9537","78.353087","fe80::7994:1860:711:c243","fe80::2068:fe84:5fc8:efb7","TCP","74","51929  >  445 [RST, ACK] Seq=1050 Ack=655 Win=0 Len=0"
"9538","78.356227","172.17.79.136","224.0.0.251","MDNS","71","Standard query 0x0000 A DCC01.local, ""QM"" question"
"9539","78.356727","fe80::7994:1860:711:c243","ff02::fb","MDNS","91","Standard query 0x0000 A DCC01.local, ""QM"" question"
"9540","78.357519","172.17.79.135","172.17.79.136","MDNS","81","Standard query response 0x0000 A 172.17.79.135"
"9541","78.358427","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","MDNS","101","Standard query response 0x0000 A 172.17.79.135"
"9542","78.358733","172.17.79.136","224.0.0.251","MDNS","71","Standard query 0x0000 AAAA DCC01.local, ""QM"" question"
"9543","78.359441","fe80::7994:1860:711:c243","ff02::fb","MDNS","91","Standard query 0x0000 AAAA DCC01.local, ""QM"" question"
"9544","78.359740","fe80::7994:1860:711:c243","ff02::1:3","LLMNR","85","Standard query 0x3b73 A DCC01"
"9545","78.359916","172.17.79.136","224.0.0.252","LLMNR","65","Standard query 0x3b73 A DCC01"
"9546","78.360419","fe80::7994:1860:711:c243","ff02::1:3","LLMNR","85","Standard query 0xe072 AAAA DCC01"
"9547","78.360419","172.17.79.136","224.0.0.252","LLMNR","65","Standard query 0xe072 AAAA DCC01"
"9548","78.360529","172.17.79.135","172.17.79.136","MDNS","93","Standard query response 0x0000 AAAA fe80::2068:fe84:5fc8:efb7"
"9549","78.362990","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","MDNS","113","Standard query response 0x0000 AAAA fe80::2068:fe84:5fc8:efb7"
"9550","78.363528","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","LLMNR","106","Standard query response 0x3b73 A DCC01 A 172.17.79.135"
"9551","78.366282","172.17.79.135","172.17.79.136","LLMNR","86","Standard query response 0x3b73 A DCC01 A 172.17.79.135"
"9552","78.367839","172.17.79.135","172.17.79.136","LLMNR","98","Standard query response 0xe072 AAAA DCC01 AAAA fe80::2068:fe84:5fc8:efb7"
"9553","78.370532","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","LLMNR","118","Standard query response 0xe072 AAAA DCC01 AAAA fe80::2068:fe84:5fc8:efb7"
"9554","78.375152","fe80::7994:1860:711:c243","fe80::2068:fe84:5fc8:efb7","TCP","86","51930  >  445 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 WS=256 SACK_PERM"
"9555","78.375448","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","TCP","86","445  >  51930 [SYN, ACK] Seq=0 Ack=1 Win=33120 Len=0 MSS=1440 SACK_PERM WS=128"
"9556","78.375681","fe80::7994:1860:711:c243","fe80::2068:fe84:5fc8:efb7","TCP","74","51930  >  445 [ACK] Seq=1 Ack=1 Win=2108160 Len=0"
"9557","78.375813","fe80::7994:1860:711:c243","fe80::2068:fe84:5fc8:efb7","SMB2","314","Negotiate Protocol Request"
"9558","78.375903","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","TCP","74","445  >  51930 [ACK] Seq=1 Ack=241 Win=32896 Len=0"
"9559","78.376946","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","SMB2","314","Negotiate Protocol Response"
"9560","78.377917","fe80::7994:1860:711:c243","fe80::2068:fe84:5fc8:efb7","SMB2","240","Session Setup Request, NTLMSSP_NEGOTIATE"
"9561","78.378222","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","SMB2","412","Session Setup Response, Error: STATUS_MORE_PROCESSING_REQUIRED, NTLMSSP_CHALLENGE"
"9562","78.378888","fe80::7994:1860:711:c243","fe80::2068:fe84:5fc8:efb7","SMB2","717","Session Setup Request, NTLMSSP_AUTH, User: FORELA\\john.deacon"
"9563","78.380134","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","SMB2","150","Session Setup Response, Error: STATUS_ACCESS_DENIED"
"9564","78.380578","fe80::7994:1860:711:c243","fe80::2068:fe84:5fc8:efb7","TCP","74","51930  >  445 [RST, ACK] Seq=1050 Ack=655 Win=0 Len=0"
"9565","78.381827","172.17.79.136","224.0.0.251","MDNS","71","Standard query 0x0000 A DCC01.local, ""QM"" question"
"9566","78.382061","fe80::7994:1860:711:c243","ff02::fb","MDNS","91","Standard query 0x0000 A DCC01.local, ""QM"" question"
"9567","78.382849","172.17.79.136","224.0.0.251","MDNS","71","Standard query 0x0000 AAAA DCC01.local, ""QM"" question"
"9568","78.383054","fe80::7994:1860:711:c243","ff02::fb","MDNS","91","Standard query 0x0000 AAAA DCC01.local, ""QM"" question"
"9569","78.383231","172.17.79.135","172.17.79.136","MDNS","81","Standard query response 0x0000 A 172.17.79.135"
"9570","78.383615","fe80::7994:1860:711:c243","ff02::1:3","LLMNR","85","Standard query 0x41fc A DCC01"
"9571","78.383854","172.17.79.136","224.0.0.252","LLMNR","65","Standard query 0x41fc A DCC01"
"9572","78.384253","fe80::7994:1860:711:c243","ff02::1:3","LLMNR","85","Standard query 0x61c4 AAAA DCC01"
"9573","78.384469","172.17.79.136","224.0.0.252","LLMNR","65","Standard query 0x61c4 AAAA DCC01"
"9574","78.384804","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","MDNS","101","Standard query response 0x0000 A 172.17.79.135"
"9575","78.385855","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","LLMNR","106","Standard query response 0x41fc A DCC01 A 172.17.79.135"
"9576","78.386906","172.17.79.135","172.17.79.136","MDNS","93","Standard query response 0x0000 AAAA fe80::2068:fe84:5fc8:efb7"
"9577","78.387776","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","MDNS","113","Standard query response 0x0000 AAAA fe80::2068:fe84:5fc8:efb7"
"9578","78.388971","172.17.79.135","172.17.79.136","LLMNR","86","Standard query response 0x41fc A DCC01 A 172.17.79.135"
"9579","78.391236","fe80::7994:1860:711:c243","fe80::2068:fe84:5fc8:efb7","TCP","86","51931  >  445 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 WS=256 SACK_PERM"
"9580","78.391502","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","TCP","86","445  >  51931 [SYN, ACK] Seq=0 Ack=1 Win=33120 Len=0 MSS=1440 SACK_PERM WS=128"
"9581","78.391502","fe80::7994:1860:711:c243","fe80::2068:fe84:5fc8:efb7","TCP","74","51931  >  445 [ACK] Seq=1 Ack=1 Win=2108160 Len=0"
"9582","78.391645","fe80::7994:1860:711:c243","fe80::2068:fe84:5fc8:efb7","SMB2","314","Negotiate Protocol Request"
"9583","78.391800","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","TCP","74","445  >  51931 [ACK] Seq=1 Ack=241 Win=32896 Len=0"
"9584","78.395365","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","SMB2","314","Negotiate Protocol Response"
"9585","78.397235","fe80::7994:1860:711:c243","fe80::2068:fe84:5fc8:efb7","SMB2","240","Session Setup Request, NTLMSSP_NEGOTIATE"
"9586","78.399019","fe80::2068:fe84:5fc8:efb7","fe80::7994:1860:711:c243","SMB2","412","Session Setup Response, Error: STATUS_MORE_PROCESSING_REQUIRED, NTLMSSP_CHALLENGE"
